f_0,f_1,h_0,h_1,R_n,R_0,E_phi_0,E_phi_1,E_psi_0,E_psi_1,N_0_0,N_0_1,N_0_2,N_0_3,N_n_0,N_n_1,N_n_2,N_n_3,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,Q_0,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7
94,94,104,96,12,94,56,93,34,81,26,58,86,24,54,70,20,42,62,6,44,6,88,58,44,56,96,92,80,32,34,70,88,42
100,38,51,77,92,70,99,97,46,58,62,90,8,8,32,64,54,10,30,52,54,22,62,72,94,72,96,54,56,44,64,82,10,30
17,32,2,48,50,28,43,72,69,72,48,94,84,66,14,70,24,102,28,76,78,4,2,62,102,94,82,96,20,96,34,24,84,24
58,27,57,94,96,50,14,12,21,99,78,82,30,94,14,18,6,44,4,8,54,86,44,82,50,54,100,24,70,54,72,18,30,76
87,19,103,31,6,52,103,92,42,11,94,66,46,40,40,104,18,30,58,52,34,40,18,12,102,20,66,82,28,54,88,72,2,64
52,13,20,67,28,6,30,81,44,31,22,72,18,78,92,84,44,50,56,52,50,40,8,26,96,60,102,8,82,2,34,4,40,10
36,39,4,69,6,22,62,81,71,78,88,100,72,20,68,98,74,10,84,6,18,42,98,52,94,70,36,10,8,36,10,26,6,18
59,29,63,32,40,28,34,73,5,2,64,18,90,56,48,54,88,76,36,12,16,40,82,62,82,62,18,78,48,0,76,16,70,94
20,86,42,101,98,48,45,91,78,48,4,60,42,44,46,70,88,96,40,100,36,4,22,52,12,104,6,72,4,70,26,88,102,32
69,44,30,82,68,30,67,101,97,69,88,98,46,84,62,70,98,88,16,90,40,50,52,90,12,24,58,40,26,6,10,46,82,48
53,7,27,60,62,2,104,103,53,71,66,24,40,84,20,16,20,22,42,62,68,58,86,28,94,2,68,76,22,8,102,28,62,20
41,74,68,24,46,34,49,3,94,82,58,40,44,64,48,86,32,30,32,86,92,62,84,44,20,36,46,44,86,14,70,38,100,78
76,91,7,50,86,8,89,36,59,99,104,96,92,66,62,0,14,44,22,98,14,86,66,80,70,6,74,36,28,98,12,66,94,92
39,15,68,102,62,16,30,68,3,103,102,102,68,102,30,34,10,92,60,36,50,30,16,84,24,56,16,42,80,30,104,56,102,60
72,56,11,73,78,82,52,21,5,7,34,6,16,30,66,42,8,0,76,88,64,60,26,20,30,12,44,32,68,80,92,44,50,58
27,15,45,52,22,60,87,0,65,104,32,78,14,16,42,58,8,82,54,4,20,26,16,2,6,100,64,88,46,20,72,66,40,38
35,82,55,22,100,88,26,22,91,87,88,32,80,70,6,90,76,2,24,64,68,32,70,30,66,90,46,90,38,22,90,2,88,76
41,55,62,39,2,52,99,44,67,70,44,64,10,44,60,100,78,76,30,42,42,74,68,102,58,52,94,20,48,98,42,76,50,10
42,71,19,100,90,38,87,104,9,73,4,78,60,4,30,24,100,76,38,68,8,72,72,62,52,104,8,44,12,38,30,68,12,66
86,70,39,20,28,62,60,54,6,23,10,68,72,28,8,96,20,34,78,8,72,96,60,24,42,6,66,68,42,102,88,84,18,82
57,10,74,38,34,2,51,100,89,85,10,58,6,74,84,56,102,84,60,64,72,6,34,70,54,46,90,54,18,76,36,98,52,88
3,95,96,31,48,16,84,63,62,34,30,96,92,40,76,6,104,68,50,16,42,68,96,68,20,78,64,10,30,18,66,100,46,16
53,57,94,34,26,4,24,32,74,76,50,34,62,80,8,58,90,20,104,30,36,2,26,30,84,74,28,92,86,72,50,34,10,6
8,7,60,96,18,38,75,75,3,64,50,104,102,50,94,54,68,36,62,82,34,52,68,42,100,16,66,66,30,102,10,98,92,70
62,42,68,15,56,38,93,22,71,2,68,94,100,28,102,44,78,20,100,26,70,40,42,34,42,88,48,36,52,12,28,24,38,78
0,65,8,90,30,92,22,19,77,74,72,58,50,78,78,102,4,32,6,60,70,88,14,56,48,22,34,46,86,8,16,22,48,16
95,104,41,79,86,18,100,18,37,101,18,72,22,102,92,44,52,92,42,44,0,98,34,40,14,4,54,98,6,60,92,0,104,96
24,91,1,59,6,40,60,33,48,40,26,32,12,4,26,100,104,16,46,34,16,88,34,4,8,56,38,34,16,88,54,4,8,56
92,55,57,48,36,80,104,96,48,44,60,28,66,26,102,8,90,76,92,12,102,102,36,104,36,58,104,32,56,60,62,6,58,30
26,89,22,30,100,64,54,29,87,24,70,36,76,88,52,96,38,12,18,4,36,58,82,44,22,6,80,68,4,28,16,12,38,88
84,23,68,40,12,74,2,39,104,94,52,16,36,66,96,32,46,102,12,66,34,84,42,4,42,68,62,58,2,34,20,38,86,56
46,33,76,68,84,98,74,95,6,22,12,40,48,38,6,68,26,56,66,14,46,44,68,34,70,58,88,0,64,76,70,4,72,86
24,27,11,90,26,100,23,64,42,55,94,46,6,6,36,52,40,22,60,18,28,0,18,84,14,72,74,20,80,62,30,4,100,92
93,97,77,52,94,48,82,53,98,42,84,72,102,54,98,10,10,16,52,4,56,56,96,50,12,82,72,58,102,70,74,44,48,78
20,101,87,39,38,12,96,17,67,34,84,52,18,80,30,64,6,86,36,60,4,98,80,62,66,10,12,18,102,90,22,18,8,34
28,50,93,97,78,50,94,16,45,103,56,20,60,66,60,46,52,20,22,88,104,8,94,54,12,72,64,46,54,100,48,18,62,76
0,10,14,5,34,98,60,94,91,75,88,90,70,84,80,46,40,28,88,52,64,98,2,34,78,48,2,90,20,60,18,2,10,78
55,86,51,29,80,26,49,88,77,67,70,86,76,44,20,66,102,30,0,86,66,10,82,40,48,50,102,54,18,38,82,22,66,20
11,59,47,68,36,16,38,53,100,12,68,38,58,12,0,84,52,68,82,44,102,74,96,18,74,68,16,46,84,46,2,30,92,92
24,35,70,41,10,70,98,52,44,32,12,56,94,70,74,64,40,22,68,40,102,36,42,2,48,74,68,58,98,102,34,44,90,24
54,90,3,45,66,30,14,77,28,8,102,12,84,104,54,20,104,70,92,40,82,50,48,36,2,4,98,48,68,48,102,26,82,84
45,11,12,102,60,66,20,65,35,84,48,78,20,16,78,12,56,90,42,34,64,96,54,84,98,60,38,98,34,22,14,20,100,80
55,78,7,103,34,52,47,71,88,93,50,52,96,28,38,96,56,82,40,46,104,8,24,104,4,6,58,88,102,86,42,0,2,50
46,22,3,70,22,18,1,81,77,38,20,42,102,86,100,22,98,16,54,70,86,86,0,14,62,82,82,48,100,24,28,104,40,38
65,56,83,72,20,74,32,52,52,11,46,62,62,70,2,62,42,78,26,28,30,86,6,58,98,72,96,34,64,78,72,94,96,102
15,51,18,15,68,76,97,83,35,19,98,78,22,76,28,86,74,70,16,70,90,102,24,54,80,78,62,32,62,62,84,4,46,20
51,80,84,22,58,100,30,31,66,31,46,24,70,90,68,88,102,14,32,44,6,102,66,76,48,22,32,44,16,80,94,18,96,82
55,60,93,92,36,54,47,94,67,52,40,82,46,76,62,38,16,22,76,24,4,46,46,44,48,8,68,28,30,54,104,94,4,74
56,0,1,85,10,12,74,46,39,34,12,40,18,42,100,70,100,42,10,82,40,44,20,40,42,24,44,0,20,84,16,104,8,68
17,5,81,21,62,22,11,86,26,38,48,88,64,58,34,4,28,30,8,76,4,42,76,46,12,68,74,72,24,52,74,76,62,56
30,21,53,93,26,62,83,14,5,59,50,94,88,84,12,70,12,84,58,74,30,62,86,90,102,78,18,62,40,96,82,74,64,24
74,84,74,102,20,56,94,48,1,78,34,98,4,66,54,76,44,0,94,36,40,50,86,8,4,72,30,22,40,56,16,66,6,68
50,31,76,28,86,52,21,58,29,16,100,98,64,2,68,94,102,14,66,12,54,12,14,4,76,4,66,32,64,24,104,92,22,80
57,80,69,75,36,88,69,36,60,46,38,88,32,38,56,26,36,96,28,100,44,30,44,8,64,28,96,26,64,42,30,12,56,90
47,11,20,49,8,28,91,30,104,55,2,10,52,22,92,12,84,20,64,78,72,6,94,54,36,48,86,14,18,28,56,32,20,32
64,1,77,12,64,18,20,67,14,11,8,34,10,26,62,20,30,34,24,56,86,104,2,44,94,12,88,102,104,12,10,0,64,20
9,34,90,84,62,90,1,96,35,35,80,102,8,100,76,18,12,0,56,96,58,78,30,82,36,76,62,50,44,62,84,84,4,30
60,48,88,70,90,14,15,32,81,3,30,74,72,82,28,46,10,56,56,72,68,90,26,48,40,4,32,4,32,32,14,102,62,92
57,47,67,74,58,76,9,102,104,15,54,16,70,22,82,90,20,36,64,2,86,98,14,78,86,10,26,90,34,98,82,48,36,104
77,7,37,14,10,96,68,72,93,74,28,36,66,72,68,38,34,74,76,36,4,4,56,32,0,48,88,94,78,72,52,48,50,44
53,74,56,25,68,98,89,99,45,86,0,56,72,88,28,36,22,68,76,10,28,46,84,102,10,102,56,98,20,82,98,98,38,88
82,31,6,78,32,84,64,57,26,24,16,38,30,64,32,50,86,72,16,70,102,64,16,92,24,64,10,104,92,10,10,102,42,38
49,76,50,57,56,42,1,42,38,67,30,78,90,80,74,8,66,70,80,42,88,62,8,86,42,76,8,42,88,62,34,86,42,76
90,100,31,93,36,10,20,2,8,82,100,12,52,80,102,78,90,64,42,58,30,56,50,104,86,52,32,66,102,54,52,82,30,22
51,21,41,15,18,78,9,86,104,101,78,98,0,72,24,54,70,2,32,92,86,50,32,88,98,52,98,104,62,84,62,68,10,48
19,37,29,68,38,46,72,78,79,103,50,24,32,6,34,80,70,40,24,48,72,10,32,48,8,72,12,54,36,102,92,90,42,100
34,104,4,87,92,94,56,65,45,81,86,102,22,32,70,104,18,28,38,34,12,8,60,64,18,76,58,86,76,28,80,40,102,90
20,64,35,64,60,44,89,94,49,16,12,74,26,86,16,60,74,12,46,86,40,4,16,98,72,66,80,28,80,90,8,70,100,58
58,95,27,56,68,52,6,45,78,78,80,60,62,44,90,0,58,88,76,52,46,76,98,66,68,46,6,48,40,42,24,58,102,92
91,48,42,19,66,60,21,15,67,87,20,0,68,82,14,76,32,26,56,52,12,26,46,102,60,6,102,90,36,72,98,30,96,28
10,69,9,28,76,100,31,46,19,50,26,28,26,72,66,22,102,82,90,34,12,10,34,60,24,54,104,96,20,12,14,20,32,14
85,57,20,14,86,22,85,68,13,99,102,12,24,104,42,74,72,52,66,90,94,78,68,16,12,38,98,86,98,32,20,60,64,0
97,77,48,54,48,52,29,83,90,71,68,100,26,40,88,74,22,76,16,32,30,96,96,90,18,26,66,82,70,26,28,74,8,100
46,94,78,88,52,22,67,62,96,41,22,102,86,76,24,56,88,26,32,52,86,18,36,60,38,56,62,102,2,28,70,100,98,76
102,10,90,70,84,72,17,63,11,78,60,80,52,12,16,98,6,88,78,16,100,64,52,34,30,20,44,48,96,12,86,58,52,18
69,6,68,93,100,84,98,56,98,16,40,42,28,74,64,16,34,56,20,54,104,82,50,12,98,80,82,48,0,48,72,52,52,68
80,62,47,101,16,92,21,99,7,67,80,100,52,102,60,36,4,8,54,82,82,60,46,34,86,2,66,44,46,52,44,36,62,80
86,74,43,50,6,38,45,74,18,77,92,88,28,96,2,60,80,6,64,68,72,34,88,46,58,12,34,80,52,24,102,58,62,78
41,66,46,7,92,84,96,51,0,101,74,60,42,86,84,30,68,40,8,36,96,20,24,104,4,68,66,20,8,2,20,18,50,24
11,73,40,96,60,28,87,84,17,13,18,0,26,86,24,16,84,92,66,48,10,78,16,30,32,70,68,34,64,22,16,22,2,30
6,65,102,11,58,16,28,37,51,27,84,80,40,96,46,90,0,78,50,62,2,10,98,38,104,104,34,16,56,60,48,74,32,86
7,70,0,28,8,26,94,26,46,38,82,90,12,8,84,52,0,48,94,4,74,0,8,74,78,50,102,66,30,20,44,38,52,12
92,86,17,35,46,32,24,41,77,85,70,82,84,80,20,14,44,98,24,32,20,16,86,44,96,40,52,78,90,42,80,46,38,72
5,20,89,9,8,76,47,40,15,76,36,0,34,84,10,58,72,56,88,40,44,64,26,0,28,12,0,8,88,90,58,76,48,6
44,26,69,19,6,14,3,78,74,69,66,16,88,86,72,34,46,82,36,76,10,96,8,68,44,20,24,36,100,24,100,44,36,48
38,98,89,47,66,16,83,95,52,66,88,74,56,78,8,68,94,32,84,20,0,72,24,56,68,12,90,12,30,46,70,34,74,32
50,71,22,73,32,4,24,100,82,98,22,104,54,84,18,76,92,50,92,68,14,16,86,10,16,40,96,80,6,46,50,12,82,44
55,64,4,59,4,74,20,91,48,103,62,12,6,72,54,66,24,20,74,66,10,58,60,12,50,42,100,34,36,50,60,90,64,24
37,60,5,35,38,76,23,92,48,57,100,82,90,40,2,50,102,42,80,48,42,10,56,28,54,66,28,10,4,30,42,80,60,78
19,3,59,3,24,92,68,12,104,67,0,0,90,58,46,68,72,78,18,26,0,42,30,38,52,84,30,72,30,84,90,20,50,8
0,45,61,0,60,66,53,64,37,0,8,100,30,74,50,36,34,60,42,48,78,44,104,48,80,2,32,72,14,56,82,76,60,56
68,38,58,12,24,92,86,79,85,42,86,86,12,62,10,24,72,18,32,18,20,44,26,72,18,8,0,88,78,76,28,4,10,2
92,17,24,18,86,50,3,3,94,39,98,36,104,54,14,88,14,30,86,6,20,8,70,68,8,88,0,40,6,26,2,68,70,40
23,66,102,72,8,56,33,19,63,98,32,28,82,4,48,44,78,72,28,58,66,24,60,104,24,36,70,52,42,82,68,44,46,82
89,104,84,22,76,90,74,56,87,36,44,44,34,84,16,88,48,8,74,78,12,24,8,68,88,44,20,90,30,12,98,54,78,44
76,76,84,80,80,36,48,47,43,99,72,86,78,0,104,8,28,50,44,48,58,82,94,82,6,96,64,44,100,8,54,80,100,8
71,94,100,38,88,52,40,90,100,47,12,82,86,82,62,74,82,28,38,60,70,96,22,14,54,50,40,4,60,0,40,8,44,62
20,56,21,5,10,74,40,29,28,14,74,80,4,96,100,98,26,16,82,14,72,44,92,70,94,10,14,80,90,46,100,60,8,100
12,97,32,104,64,92,20,15,57,10,84,98,66,22,58,98,64,100,84,36,0,34,22,48,102,14,10,78,10,28,88,80,2,10
30,55,6,35,2,28,97,89,42,27,2,84,46,52,12,82,52,68,84,80,24,102,42,76,56,60,20,24,58,80,92,96,6,28
18,56,97,83,48,18,40,97,35,46,30,30,30,20,86,62,88,24,24,74,96,68,30,36,12,22,60,54,60,70,66,54,12,8
59,98,92,86,40,62,23,92,17,60,30,6,34,32,12,8,20,2,66,58,42,62,20,32,50,8,96,32,54,100,8,100,58,78
72,29,20,7,100,32,1,75,11,60,92,92,54,46,90,50,22,32,36,4,96,46,88,26,98,84,10,18,62,84,62,78,90,86
49,90,72,73,16,28,74,90,45,3,60,14,42,86,18,96,34,0,78,102,84,0,42,102,30,98,80,2,18,4,70,90,76,36
72,100,60,10,62,2,90,49,2,27,22,96,58,36,4,22,34,80,22,52,86,38,0,70,22,84,78,50,24,2,60,96,72,96
14,82,66,12,66,42,101,95,11,26,94,78,34,94,92,92,20,82,24,76,48,70,10,60,42,36,38,82,22,4,40,6,102,52
18,11,23,30,30,26,21,56,97,4,54,58,56,20,96,2,32,24,78,96,30,56,14,38,8,8,92,82,24,70,42,80,82,98
75,55,16,38,58,18,31,90,49,68,4,28,52,40,24,54,76,96,78,50,12,68,70,96,44,26,6,62,26,14,68,34,8,88
79,61,84,98,76,58,36,68,13,38,2,10,56,42,16,64,54,96,48,6,94,40,50,94,24,80,62,88,2,24,46,78,42,16
72,92,19,19,98,68,5,78,8,75,60,34,2,82,4,14,2,52,60,26,90,78,4,100,28,88,102,52,44,84,50,76,74,2
82,47,22,45,38,80,90,7,104,97,66,20,66,82,54,104,2,2,94,98,76,84,86,90,56,82,74,36,94,10,102,2,94,8
76,1,19,58,18,76,47,10,0,45,28,20,80,100,28,70,10,102,30,72,14,32,58,78,4,92,0,70,72,60,90,42,88,2
56,63,35,76,64,84,96,34,9,91,20,6,92,0,66,44,68,64,88,104,14,80,76,24,70,24,48,10,40,28,100,64,76,96
36,1,2,82,74,60,75,55,67,81,8,48,100,34,38,4,102,22,104,88,74,22,22,2,72,34,2,84,92,94,48,34,44,68
80,62,92,96,16,74,38,17,104,52,16,28,24,60,92,70,80,12,38,16,40,90,82,28,38,50,48,16,94,42,30,52,88,102
45,25,73,35,52,96,2,46,49,85,70,50,0,104,14,92,30,28,72,66,4,36,22,50,52,22,56,100,52,104,28,26,2,52
58,104,90,16,42,14,85,44,39,71,88,6,24,104,16,80,84,28,40,50,88,4,92,52,22,82,70,32,16,10,20,36,4,82
13,26,3,16,88,48,18,45,59,100,100,48,18,8,68,74,90,90,48,30,64,0,92,16,100,68,74,8,88,76,76,34,8,48
40,46,94,33,78,84,34,90,35,43,0,78,34,76,78,48,72,18,24,48,74,50,66,80,8,94,102,60,60,102,6,0,36,40
58,84,72,50,32,86,5,40,30,24,6,76,94,82,94,88,12,60,44,82,80,14,42,74,46,76,78,80,52,8,14,2,98,36
4,96,102,40,40,82,0,24,64,10,46,22,26,70,60,64,68,104,28,2,20,50,60,44,6,6,98,34,76,46,60,72,8,16
45,18,80,91,68,6,87,27,80,0,44,34,92,4,22,28,52,52,8,104,68,62,2,4,4,84,96,30,104,100,88,84,42,52
46,69,94,64,50,6,55,42,30,61,64,90,36,78,72,48,48,2,58,52,2,28,14,74,76,0,56,36,82,64,8,90,86,32
27,94,45,61,92,98,101,83,84,37,50,84,100,76,102,28,68,68,8,32,86,42,72,64,62,80,56,40,54,4,38,64,60,92
37,17,64,70,10,84,92,24,45,90,14,88,104,20,78,88,60,44,94,64,54,46,28,24,84,34,58,12,2,24,36,62,40,74
41,71,50,53,70,16,20,8,82,42,94,12,104,72,34,84,30,34,78,10,104,2,104,68,56,20,56,96,14,72,32,66,16,4
66,86,1,51,54,4,89,9,77,83,56,12,0,72,8,56,92,88,10,92,28,90,10,4,28,94,52,86,78,24,88,84,42,74
17,72,1,19,14,86,104,44,38,23,62,46,18,104,8,40,6,58,36,44,30,96,58,98,24,80,78,6,16,56,30,44,78,76
93,58,92,83,42,48,42,91,74,38,24,66,62,4,98,36,100,60,70,2,66,34,0,98,70,70,86,76,42,2,48,36,10,100
1,90,34,69,76,74,85,91,50,91,6,24,4,14,94,98,96,60,86,102,44,90,26,10,28,22,72,44,84,56,80,22,8,72
0,28,17,93,64,92,36,56,104,63,8,26,36,62,70,14,6,52,92,92,54,40,2,76,8,90,46,86,34,6,0,64,0,28
79,102,12,84,52,26,29,31,90,65,34,78,94,64,62,88,86,90,98,64,100,78,60,18,50,26,36,38,46,20,38,12,96,50
45,43,75,22,64,44,36,17,76,67,52,96,44,70,12,8,8,14,94,102,54,100,52,38,70,22,92,96,68,100,10,62,2,76
83,16,51,35,18,58,0,83,4,100,4,28,20,84,6,42,70,104,56,68,62,74,30,6,50,48,82,100,4,98,20,16,6,76
3,77,100,87,94,60,35,22,53,89,96,36,54,18,40,76,14,84,44,2,20,102,86,20,76,22,4,4,34,0,60,28,24,32
71,98,98,35,46,30,78,79,102,69,16,30,98,38,20,10,22,10,64,90,60,2,70,46,4,92,78,66,50,50,34,50,28,2
56,54,36,23,34,72,93,8,36,26,100,70,54,82,28,56,8,102,74,72,26,60,44,80,2,40,70,62,48,74,44,22,8,60
6,24,37,70,86,44,80,47,66,90,72,34,46,0,30,102,14,70,18,24,56,56,6,86,54,42,102,30,6,100,12,24,40,6
98,50,35,68,96,52,1,80,72,45,36,66,4,2,20,22,46,104,52,94,24,24,64,76,88,42,78,40,32,74,90,12,34,30
11,3,70,60,62,50,2,0,37,93,28,98,26,0,8,88,70,66,68,38,66,2,0,54,42,38,82,54,30,10,30,96,18,10
34,34,100,93,94,102,44,31,5,97,100,30,6,54,96,76,100,72,22,74,84,104,96,92,24,38,68,104,54,58,10,96,24,52
28,77,12,100,76,80,65,74,40,57,74,8,78,30,24,50,46,0,74,50,36,28,26,72,14,58,68,20,92,50,90,16,24,22
26,75,60,77,92,88,64,74,85,90,86,68,84,100,40,18,42,58,24,38,98,100,66,18,70,14,52,44,36,0,54,74,84,48
81,89,77,45,82,74,85,35,72,80,12,12,44,48,16,18,102,94,100,4,84,104,90,46,32,8,12,92,74,46,96,24,74,60
102,39,37,24,30,62,61,25,49,28,2,34,12,104,8,64,4,100,6,40,98,52,94,12,4,70,68,60,90,54,92,104,22,40
98,8,104,45,16,42,4,68,8,49,104,2,50,32,88,92,44,86,64,6,46,94,30,92,66,52,38,104,36,94,38,4,80,54
7,14,11,19,90,58,9,70,70,23,102,60,54,2,44,86,2,98,56,74,68,4,40,62,44,102,74,4,22,96,88,46,86,72
1,60,63,32,4,28,32,98,99,89,72,76,20,60,92,80,28,66,72,30,52,2,88,14,4,80,66,24,102,86,20,80,14,6
34,23,61,31,68,10,73,95,8,18,104,40,60,78,32,30,48,68,96,6,18,46,68,96,70,18,48,16,102,14,50,64,38,52
98,98,57,66,54,58,96,33,11,94,12,8,18,102,100,30,50,28,14,102,42,28,82,26,94,42,46,36,60,96,48,74,68,2
24,46,43,93,48,40,44,62,16,32,62,16,30,68,90,92,14,66,28,42,44,20,72,24,16,80,90,2,94,48,100,24,50,14
60,7,9,21,40,52,91,93,0,76,80,10,88,90,66,86,78,98,24,32,92,96,56,98,48,8,56,96,32,2,78,34,88,90
40,15,32,40,28,2,11,54,62,86,88,76,52,30,26,48,84,54,46,24,12,14,76,48,58,40,68,84,18,66,82,10,98,76
100,95,63,7,82,96,14,41,99,17,10,10,52,72,4,28,104,42,48,94,10,86,62,92,12,56,34,94,72,72,16,48,4,18
37,29,79,83,98,76,40,103,103,22,0,24,46,68,54,98,68,4,38,60,36,84,68,56,68,2,52,86,86,76,94,4,32,94
1,1,31,15,4,92,71,59,101,101,56,60,50,6,24,20,6,104,100,54,18,56,4,30,0,4,2,8,54,16,20,40,96,72
47,68,77,48,78,8,102,6,23,96,42,82,20,76,82,56,46,34,12,48,0,72,14,30,102,48,70,98,72,52,24,48,18,62
12,82,97,73,94,36,56,39,58,59,38,14,22,0,50,48,24,86,46,52,84,28,70,40,32,28,82,92,24,60,78,12,80,82
100,1,29,29,44,4,22,34,90,84,26,10,86,36,58,14,52,32,8,46,86,56,60,102,68,82,100,4,86,68,6,82,24,6
70,12,8,29,52,18,55,85,27,90,6,42,74,20,0,104,8,30,14,90,94,86,32,8,78,58,38,98,64,30,28,70,62,18
73,14,31,56,90,98,33,104,88,18,82,0,8,90,98,76,100,14,52,20,58,80,12,32,40,56,16,62,82,62,56,30,84,80
45,40,73,23,34,72,60,77,48,100,82,72,18,68,58,36,34,56,46,66,50,68,90,48,18,34,98,54,84,74,74,10,92,94
54,4,40,56,12,24,100,3,54,18,6,80,12,98,46,98,26,78,10,88,68,20,24,10,26,46,70,38,100,74,62,74,10,18
76,66,94,55,52,6,75,42,3,57,2,96,52,86,18,38,58,88,2,12,80,32,58,104,70,82,34,8,86,72,86,32,70,52
46,79,10,1,48,58,75,15,99,100,20,62,56,100,30,100,0,28,38,42,4,26,10,20,78,50,42,12,20,54,20,64,50,94
84,51,52,104,74,64,23,28,88,58,40,36,84,10,76,52,86,22,34,26,8,16,58,42,90,104,76,94,80,14,36,64,12,92
27,104,104,12,38,98,23,53,44,88,66,16,20,40,92,32,104,54,18,64,46,74,104,98,30,98,68,64,70,10,30,16,58,38
20,6,101,80,28,12,4,62,73,72,90,28,12,62,86,86,90,28,66,88,96,74,94,62,76,34,32,44,0,96,44,60,92,82
94,78,52,49,88,8,71,82,53,49,0,70,22,38,42,10,48,10,82,32,30,82,60,2,32,42,4,18,4,94,8,86,24,58
48,70,71,28,30,48,42,15,96,85,62,22,12,16,34,6,68,100,24,0,90,64,44,100,98,98,94,34,16,6,70,92,86,90
8,52,97,25,68,2,91,41,20,31,98,32,8,64,56,80,86,46,32,2,70,70,20,6,44,12,46,62,80,64,10,4,14,70
52,14,4,68,32,30,76,83,78,82,92,66,86,62,12,76,42,56,62,44,28,72,34,72,94,94,104,76,76,14,64,74,10,28
85,76,15,37,78,10,95,95,22,77,76,54,34,94,18,70,16,16,52,58,92,28,50,98,58,100,6,30,16,28,46,92,16,72
82,22,4,23,60,28,9,72,15,82,36,48,44,34,38,84,88,4,56,52,92,40,62,82,40,0,78,44,104,66,76,62,12,20
102,13,93,62,98,54,51,28,31,54,76,80,88,104,60,14,20,72,22,54,2,78,74,58,38,16,16,54,36,90,36,90,66,88
21,42,89,9,24,102,42,29,17,16,8,40,78,102,68,56,32,84,0,8,82,0,36,64,72,42,104,16,66,78,74,16,22,48
55,45,2,33,52,52,7,11,83,60,16,50,44,62,16,58,80,98,14,24,50,64,86,10,36,76,4,60,52,62,14,10,62,2
46,29,95,8,22,90,102,11,91,14,78,80,56,40,20,30,28,104,50,64,4,78,18,54,92,8,36,12,64,94,64,62,84,48
16,28,45,59,32,48,17,73,96,78,40,96,30,82,44,6,46,2,60,0,62,46,40,104,34,6,102,8,26,18,6,22,100,84
16,71,12,101,72,32,2,83,94,65,26,6,64,64,90,22,80,62,78,30,72,74,42,26,90,4,28,46,28,38,56,82,30,66
100,26,96,39,42,58,89,82,50,67,50,82,70,8,70,14,56,70,94,2,60,16,64,104,96,40,22,96,94,60,78,88,30,10
12,53,21,64,72,42,17,51,54,7,100,12,22,32,38,88,18,94,100,96,40,98,32,86,20,22,46,60,20,4,74,0,32,8
36,20,1,21,2,30,36,77,10,64,88,92,24,14,4,104,64,98,22,86,2,26,38,42,80,38,48,70,60,26,10,14,46,84
16,81,19,72,4,76,48,22,94,15,4,58,94,60,24,90,44,48,84,4,80,54,34,92,6,60,0,76,14,18,26,32,14,22
102,27,104,70,70,24,62,95,80,47,98,56,6,22,60,90,50,14,84,32,104,60,68,54,92,82,100,0,76,78,12,84,100,26
20,11,21,6,80,50,27,60,93,71,32,68,58,70,34,104,22,14,0,54,90,70,78,12,16,2,94,72,22,26,88,104,76,64
13,29,101,89,48,42,28,40,33,54,2,50,60,100,56,30,12,62,52,98,60,74,30,68,56,14,104,62,48,46,104,8,78,80
55,33,85,55,40,28,98,48,7,57,46,8,36,102,68,54,100,102,58,68,4,56,94,64,2,86,50,10,70,76,4,70,70,80
21,31,84,31,2,88,63,99,23,10,68,12,68,86,76,46,60,52,38,58,10,86,42,14,90,98,72,4,74,26,50,58,60,38
71,16,52,24,20,56,96,88,60,88,30,40,90,98,64,58,18,56,0,10,4,42,42,10,10,22,20,26,84,90,38,66,20,30
90,63,6,86,90,84,24,20,95,67,84,78,14,58,26,22,26,22,58,86,22,22,64,16,98,90,58,28,2,12,66,60,68,68
84,32,46,72,44,96,81,92,77,23,96,58,78,68,104,16,28,64,30,58,44,46,18,26,64,84,0,64,92,32,10,94,90,44
25,85,83,25,18,70,98,81,28,72,44,16,48,20,64,54,48,18,64,62,58,66,90,10,16,74,46,70,96,52,92,96,6,32
46,47,76,24,38,38,87,17,16,102,26,38,96,66,84,76,40,30,76,26,76,100,42,34,82,94,36,32,86,30,54,14,2,4
10,54,8,72,22,38,16,10,96,14,104,8,24,54,44,4,8,70,102,76,22,74,6,20,58,74,0,28,60,90,64,22,30,52
51,102,80,26,26,30,33,3,34,85,56,6,44,34,0,54,18,76,42,0,104,46,90,62,70,50,28,24,104,96,62,64,52,58
82,101,32,64,70,14,20,86,19,34,14,96,66,86,76,52,72,22,44,54,80,20,60,18,64,12,64,24,84,34,28,56,88,4
68,44,29,14,100,82,84,40,26,90,86,0,0,98,104,72,102,78,32,86,68,74,82,92,16,36,40,8,100,56,76,34,20,40
67,63,30,97,74,60,81,26,95,35,70,40,70,56,54,84,46,54,78,74,14,54,8,38,78,42,62,80,60,96,56,52,0,14
93,34,89,15,48,80,34,28,51,22,56,2,84,44,32,60,72,28,96,92,46,20,82,56,0,22,24,14,76,6,68,56,12,24
66,4,70,1,92,34,56,8,57,76,66,104,88,44,54,92,48,66,8,46,60,76,48,2,22,16,94,60,62,100,76,38,42,22
39,26,50,12,64,90,88,62,101,56,104,82,42,50,90,72,4,16,74,78,76,66,46,84,8,46,46,96,36,66,64,86,48,52
62,40,0,16,12,84,69,39,76,100,16,38,82,8,6,32,92,0,76,34,102,46,74,52,22,66,18,102,36,94,48,18,88,28
